0.000000000000000000e+00 -5.893428465270145189e-02 -3.917440724019914666e-02 2.160752356720503295e-02 1.304612806327850759e-03 -4.198699406739362858e-03 7.409394835537521685e-03 -1.955687048467458135e-03 -5.965486790747300634e-04 -1.567128107101547834e-04
1.000000000000000056e-01 1.922654607125302839e-01 3.280104241683330646e-02 -3.316094871558859097e-02 -2.302533832848804862e-02 8.548371636023371911e-04 -4.244736414055688863e-03 -1.183876193060117397e-02 -1.119761134003062313e-02 -1.020991708691442942e-02
2.000000000000000111e-01 -1.547815086798284279e-01 1.632450112954084154e-03 -6.388363462365588552e-02 2.770849230801359503e-03 -2.568303178045118138e-02 -9.562618689715009224e-03 -1.464158840928080421e-02 -1.763793834533658456e-02 -1.522089375459639154e-02
3.000000000000000444e-01 -7.475040303014507392e-02 7.445189419770037453e-02 -5.786131305252963097e-02 -4.652410517794652173e-02 -1.789053224544219500e-02 -1.522822396449910118e-02 -2.397399822983756895e-02 -1.679582068631049405e-02 -2.099442229655951522e-02
4.000000000000000222e-01 -2.824355551597550543e-02 -5.324663455477826601e-02 -4.767476172141772023e-02 -9.273051219904921566e-03 -1.715379438028951514e-02 -2.131473252145974287e-02 -1.970626907754809490e-02 -1.894111000511889895e-02 -2.075642449695891054e-02
5.000000000000000000e-01 4.804981764926651022e-02 -7.581706233076104806e-02 -4.483746624714615714e-02 -4.196008041723840731e-02 -2.160809570872368468e-02 -1.371030408035404241e-02 -2.556128841585820002e-02 -2.185736787298911063e-02 -2.160991431826844375e-02
6.000000000000000888e-01 6.146907588450484239e-02 -2.161617719077767175e-04 -2.833516818447693805e-02 -1.708719788458218369e-02 -2.399169474522773460e-02 -1.675416998841079003e-02 -1.541566266446500570e-02 -1.415384294535448027e-02 -1.566033268137736675e-02
7.000000000000000666e-01 1.176515569124293864e-01 -3.023961917218292994e-03 4.410983224284512755e-02 -1.707731392903491519e-02 -1.754470972746455942e-02 -9.437720710013974834e-03 -9.542452517357897721e-03 -9.542686819132534248e-03 -1.151782885289548419e-02
8.000000000000000444e-01 -4.665318823235479334e-02 5.907287946658987265e-02 1.994111501197131514e-02 -9.511882792164198103e-03 -5.393505991737780267e-03 -8.900933269858378460e-03 -8.415164768201251894e-03 -6.558432453095558792e-03 -5.786405304484993316e-03
9.000000000000000222e-01 1.170553985753119280e-01 -4.486984469751528065e-02 -2.794354501023989940e-02 4.904562441781844945e-02 1.981184170280162350e-03 1.466921045574295143e-03 5.683204653975424889e-03 6.845214004405932723e-03 5.586093622473329266e-03
1.000000000000000000e+00 -6.368839349586799536e-02 -6.899445699970371826e-02 -1.577366811351631898e-03 2.764969830055218764e-02 5.285044492205955707e-03 1.838624466700460036e-02 1.436510378295614149e-02 1.313301411524708633e-02 1.609157343901869777e-02
1.100000000000000089e+00 6.270640195656039528e-02 -3.041954489884177160e-02 6.851049128947235556e-02 2.186767616678585158e-02 2.122568418429929271e-02 2.329083075246762835e-02 3.449140669093859329e-02 2.872678177710545275e-02 2.773700947369975994e-02
1.200000000000000178e+00 5.511317351642987250e-03 2.268344708496273718e-02 3.616565444582790778e-02 3.245709555506591515e-02 3.449527309220674909e-02 3.904892886658180989e-02 4.232768507759403220e-02 4.253862825112622592e-02 4.160077549639309286e-02
1.300000000000000044e+00 2.038573932358707930e-01 9.139767897623621296e-02 7.931309409011939870e-03 3.478092215526429332e-02 5.881895295938831258e-02 5.877659371737528615e-02 5.691674073110977033e-02 6.063782428757606008e-02 5.655119590355550674e-02
1.400000000000000133e+00 2.230797804066023127e-01 5.386931258916080600e-02 9.180898133137639638e-02 6.668009508748555525e-02 7.384981696944958873e-02 8.017328915034649395e-02 6.523694520829051435e-02 7.193693366132397626e-02 7.120849872740903086e-02
1.500000000000000000e+00 -1.497953098302403918e-01 1.600758511144639296e-01 8.480305283613849554e-02 6.920717846367978321e-02 9.864577074410858792e-02 8.992347246889555168e-02 8.985741208826983351e-02 8.792451242554259749e-02 8.663399284452956428e-02
1.600000000000000089e+00 1.487191959303490740e-01 6.403585925334628892e-02 1.093193324800226240e-01 1.059753633247723648e-01 1.025275700782620758e-01 1.034755949277211817e-01 1.018242945962681417e-01 1.024638675910160002e-01 1.001954804612196215e-01
1.700000000000000178e+00 9.790899864916115247e-02 1.846706761881801162e-01 1.177999692058056547e-01 1.340381350821741591e-01 1.022191193303674112e-01 1.096161691514482284e-01 1.128021493034473272e-01 1.186305400335646298e-01 1.193031352578909077e-01
1.800000000000000044e+00 2.059060484000918290e-01 2.481838502521908074e-01 1.128628655971822686e-01 1.583449272296357513e-01 1.145782561319546589e-01 1.256024392132767953e-01 1.383467835182925210e-01 1.331828216689389388e-01 1.337066692651927291e-01
1.900000000000000133e+00 2.042507059503231304e-01 1.620858276126860009e-01 1.177269802834719492e-01 1.612279496959304892e-01 1.393811432509745596e-01 1.509738658632521768e-01 1.467100612305825835e-01 1.473646686261992911e-01 1.476546103124218856e-01
2.000000000000000000e+00 2.318961858047723923e-01 1.514487350592078896e-01 1.965659005676561599e-01 1.383033828393539777e-01 1.492885770118343447e-01 1.502086402819950983e-01 1.626299801715711535e-01 1.601278299694496865e-01 1.608903396607871128e-01
2.100000000000000089e+00 1.443785072909088141e-01 2.293896678484144969e-01 1.934528989262737086e-01 1.577473121890471675e-01 1.628373149083315319e-01 1.725155918914498543e-01 1.729812672130264795e-01 1.714515675611062717e-01 1.717183132254441191e-01
2.200000000000000178e+00 8.691642277537481309e-02 1.410828304584360593e-01 2.366697799243960842e-01 1.656354855446844632e-01 1.963630873888652095e-01 1.847767134988690940e-01 1.865662777078946344e-01 1.840448213756697149e-01 1.851498780365819774e-01
2.300000000000000266e+00 1.416209923126098558e-01 2.369590479257112359e-01 2.195025978016075796e-01 1.666051164076819691e-01 2.034041610894303798e-01 1.923297401421012187e-01 1.915667086269574881e-01 1.925516616770282519e-01 1.930025282950662280e-01
2.400000000000000355e+00 1.304377695680594140e-01 1.523640960693386781e-01 2.360172838113672178e-01 1.783886034249133334e-01 2.107123782928822520e-01 1.956710897421145012e-01 2.012656872166258548e-01 1.989115350670012106e-01 1.994190580677038527e-01
2.500000000000000000e+00 4.519857985766409514e-01 2.444532976268805058e-01 1.402690608491023450e-01 2.151713222223279043e-01 2.051891543451634936e-01 2.043688267585798135e-01 2.028084974734827295e-01 2.067017010469723859e-01 2.063165958746950024e-01
2.600000000000000089e+00 2.489490937444025498e-01 2.289417940553452879e-01 2.577931285094502978e-01 2.109090725316475623e-01 1.987819986691903296e-01 2.159031549994109012e-01 2.079045830475078627e-01 2.086672296012512806e-01 2.090230221543710187e-01
2.700000000000000178e+00 3.530303088928845590e-01 2.267940311188234026e-01 2.622973164773436672e-01 2.175519933482731594e-01 2.184925474715468663e-01 2.061937503147624473e-01 2.123848292217491440e-01 2.113017568290122272e-01 2.082655778763119192e-01
